
Plan du site Web. Les titres.

N°	DOSSIERS	CODE	Remarques
1	3.10 La conjugaison théorique de base§1	3.10§1	
2	3.11 La conjugaison théorique pour chaque binyan§1	3.11§1	
3	3.12 Le verbe shalém. Grilles-paradigmes simplifiées§1	3.12§1	
4	3.13 Le verbe shalém. Grilles-paradigmes détaillées§1	3.13§1	
5	3.14 Le verbe shalém avec suffixes pronominaux§1	3.14§1	
6	3.15 Le verbe quasi-shalém (avec Nun ou Taw final)§1	3.15§1	

	La conjugaison théorique de base	3.10	
N°	Documents	CODE	Remarques
1	►►La conjugaison théorique.§3	3.100§3	
2	La conjugaison théorique. Grille vierge (pour exercice)§4	3.100.E§4	pour exercice§4
3	La conjugaison théorique : son fonctionnement, étape 1§4	3.101 bis§4	
4	La conjugaison théorique : son fonctionnement, étape 2§4	3.102 bis§4	
5	La conjugaison théorique : son fonctionnement, étape 3§4	3.103 bis§4	

	La conjugaison théorique pour chaque binyan	3.11	
N°	Documents	CODE	Remarques
1	Répertoire des verbes shalém (ou quasi-shalém, cf. 3.15)§4	3.110.Ra§4	Répertoire 5 p.§4
2	Répertoire des verbes qualificatifs (= "statifs") ou supposés tels§4	3.110.Rb§4	Répertoire 16 p.§4
3	►La conjugaison shalém. Binyan Pa'al I a : Type קָטַל ("actif")§2	3.111.a§2	
4	►La conjugaison shalém. Binyan Pa'al I b : Type כָּבֵד ("qualificatif")§2	3.111.b§2	
5	►La conjugaison shalém. Binyan Pa'al I c : Type קָטֹן ("qualificatif")§2	3.111.c§2	
6	La conjugaison théorique au binyan Pa'al Type I a (racine non précisée)§4	3.111 bis§4	
7	Une "conjugaison-fantôme" : le supposé ex-passif du Qal§4	3.112 bis§4	
8	Répertoire des formes de l'ex-passif du Qal (ou supposées telles)§4	3.112.R§4	Répertoire 7 p.§4
9	►La conjugaison shalém. Binyan Nif'al (II)§2	3.113§2	
10	La conjugaison théorique. Binyan Nif'al (II)§4	3.113 bis§4	
11	►La conjugaison shalém. Binyan Pi'él (III)§2	3.114§2	
12	La conjugaison théorique. Binyan Pi'él (III)§4	3.114 bis§4	
13	►La conjugaison shalém. Binyan Pu'al (IV)§2	3.115§2	
14	La conjugaison théorique. Binyan Pu'al (IV)§4	3.115 bis§4	
15	►La conjugaison shalém. Binyan Hitpa'él (VII)§2	3.116.A§2	
16	►Le Hitpa'él des verbes à 1ère radicale dentale : le problème§2	3.116.B§2	
17	Les variantes du Hitpa'él (VII) avec 1ère radicale dentale. Grille simplifiée§4	3.116.C§4	
18	La conjugaison théorique. Binyan Hitpa'él (VII)§4	3.116 bis§4	
19	►La conjugaison shalém. Binyan Hif'il (V)§2	3.117§2	
20	La conjugaison théorique. Binyan Hif'il (V)§4	3.117 bis§4	
21	►La conjugaison shalém. Binyan Hof'al (VI)§2	3.118§2	
22	La conjugaison théorique. Binyan Hof'al (VI)§4	3.118 bis§4	

	Le verbe shalém. Grilles-paradigmes simplifiées	3.12	
N°	Documents	CODE	Remarques
1	►►verbe shalém type קָטַל. Tableau simplifié des 7 binyanîm§3	3.120§3	
2	►verbe shalém type קָטַל. Tableau simplifié (avec lignes apparentes)§2	3.121§2	
3	verbe shalém. Grille vierge des 7 binyanîm. Pour exercice (avec lignes)§4	3.121.E§4	pour exercice§4
4	verbe shalém (les 7 binyanîm) avec BeGaD-KeFaT (בּגּדּכּפּתּ) Modèle כָּתַב§4	3.122§4	
5	verbe shalém quadrilittère. Grille complète Modèle תִּרְגֵּם§4	3.123§4	

	Le verbe shalém. Grilles-paradigmes détaillées	3.13	
N°	Documents	CODE	Remarques
1	verbe shalém type קָטַל. Tableau détaillé des 7 binyanîm (I à VII)§4	3.130+§4	
2	verbe shalém type קָטַל. Tableau détaillé binyan Pa'al (actif et qualificatif)§4	3.131.ab+§4	
3	verbe shalém type קָטַל. Tableau détaillé binyanîm Qallîm (I et Ibis, II)§4	3.132+§4	
4	verbe shalém type קָטַל. Tableau détaillé binyanîm Kevédîm (III, IV, VII)§4	3.133+§4	
5	verbe shalém type קָטַל. Tableau détaillé binyanîm Goremîm (V, VI)§4	3.134+§4	

	Le verbe shalém avec suffixes pronominaux	3.14	
N°	Documents	CODE	Remarques
1	►verbe shalém type קָטַל avec suffixes pronominaux. Binyan Pa'al (I)§2	3.141.S§2	
2	►verbe shalém type קָטַל avec suffixes pronominaux. Binyan Pi'él (III)§2	3.142.S§2	
3	►verbe shalém type קָטַל avec suffixes pronominaux. Binyan Hif'il (V)§2	3.143.S§2	

	Le verbe quasi-shalém (avec Nun ou Taw final)	3.15	
N°	Documents	CODE	Remarques
1	►verbe quasi-shalém, mais avec Nun final (parfois assimilé)§2	3.151§2	
2	►verbe quasi-shalém, mais avec Taw final (parfois assimilé)§2	3.152§2	


	Le verbe avec gutturale [גּ׳ = גְּרוֹנִית]	3.2	
N°	DOSSIERS	CODE	Remarques
1	3.21 Le verbe avec 1ère radicale Gutturale (ou Resh) = פ״גּ׳ (ou פ״ר)§1	3.21§1	
2	3.22 Le verbe avec 2ème radicale Gutturale (ou Resh) = ע״גּ׳ (ou ע״ר)§1	3.22§1	
3	3.23 Le verbe avec 3ème radicale Gutturale (ou Resh) = ל״גּ׳ (ou ל״ר)§1	3.23§1	

	Le verbe avec 1ère radicale Gutturale (ou Resh) = פ״גּ׳ (ou פ״ר)	3.21	
N°	Focuments	CODE	Remarques
1	►►verbe פ״גּ׳ (ou פ״ר). Les 7 (à 9) variantes du pa'al§3	3.210.ab§3	
2	►Répertoire simplifié des verbes פ״גּ׳ (y compris פ״א quiescent)§2	3.210.R0§3	Répertoire 14 p.§4
3	Répertoire détaillé des verbes פ״א (guttural ou quiescent)§4	3.210.R1+§4	Répertoire 14 p.§4
4	Répertoire détaillé des verbes פ״גּ׳ (sauf פ״א)§4	3.210.R2+§4	Répertoire 21 p.§4
5	►verbe פ״גּ׳ (avec Gutturale ע) Modèle עָבַד [voyelles A-O avec hataf]§2	3.211.a1§2	
6	verbe פ״גּ׳ (avec Gutturale ע) Modèle עָבַד. Grille détaillée§4	3.211.a1+§4	
7	►verbe פ״גּ׳ (avec Gutturale ח) Modèle חָמַל [voyelles A-O avec shewa]§2	3.211.a2§2	
8	verbe פ״גּ׳ (avec Gutturale ח) Modèle חָמַל. Grille détaillée§4	3.211.a2+§4	
9	►verbe פ״גּ׳ (avec Gutturale א) Modèle אָרַב [voyelles È-O avec hataf]§2	3.212.a1§2	
10	►verbe פ״גּ׳ (avec Gutturale ה) Modèle הָדַף [voyelles È-O avec shewa]§2	3.212.a2§2	
11	►verbe פ״גּ׳ (avec Gutturale ח) Modèle חָזֵק [voyelles È-A avec hataf]§2	3.213.b1§2	
12	►verbe פ״גּ׳ (avec Gutturale ח) Modèle חָסֵר [voyelles È-A avec shewa]§2	3.213.b2§2	
13	verbe פ״גּ׳ (avec Gutturale א) Modèle אָמֵץ [voyelles È-A avec hataf]§4	3.213.b3§4	
14	►verbe &#x05E4;&#x05F4;&#x05E8; (actif et qualificatif) Modèles רָדַף / רָכֵב§2	3.214.ab§2	
15	Répertoire détaillé des verbes פ״ר§4	3.214.R1§4	Répertoire 5 p.§4

	Le verbe avec 2ème radicale Gutturale (ou Resh) = ע״גּ׳ (ou ע״ר)	3.22	
N°	Documents	CODE	Remarques
1	Répertoire simplifié des verbes ע״גּ׳ (ou ע״ר)§4	3.220.Rc§4	Répertoire 13 p.§4
2	►verbe ע״גּ׳ Modèle גָּאַל§2	3.221.ab§2	
3	►verbe ע״גּ׳ Modèle רָחַם§2	3.222.ab§2	
4	►verbe ע״ר Modèle בָּרַךְ§2	3.223.ab§2	

	Le verbe avec 3ème radicale Gutturale (ou Resh) = ל״גּ׳ (ou ל״ר)	3.23	
N°	Focuments	CODE	Remarques
1	Répertoire des verbes ל״גּ׳ (sauf א ou ה quiescents)§4	3.230.Rc§4	Répertoire 10 p.§4
2	►verbe ל״גּ׳ Modèle בָּלַע§2	3.231.ab§2	

	Le verbe avec un א quiescent	3.3	
N°	Documents	CODE	Remarques
1	verbe פ״א quiescent Modèle אָכַל (grille simplifiée)§4	3.311§4	
2	verbe פ״א quiescent Modèle אָכַל (grille détaillée)§4	3.311+§4	
3	Répertoire des verbes ל״א quiescent§4	3.330.Rc§4	Répertoire 7 p.§4
4	►verbe ל״א quiescent Modèle מָצָא§2	3.331.ab§2	

	Le verbe avec un נ initial défectif (פ״ן)	3.4	
N°	Documents	CODE	Remarques
1	►►Les divers types de verbes פ״ן. Tableau récapitulatif§3	3.410§3	
2	Répertoire des verbes פ״ן (noir et blanc)§4	3.410.Rb§4	Répertoire 10 p.§4
3	Répertoire des verbes פ״ן (plus détaillé - couleur)§4	3.410.Rc§4	Répertoire 11 p.§4
4	►verbe פ״ן Modèle נָגַשׁ = avec assimilation et aphérèse§2	3.411§2	
5	►verbe פ״ן Modèle נָפַל = avec assimilation mais sans aphérèse§2	3.412§2	
6	verbe פ״ן Modèle נָחַל = sans assimilation ni aphérèse§4	3.413§4	= complexe 3.74.10§4

	Le verbe avec un Yod ou Waw défectif (ou quiescent)	3.5	
N°	DOSSIERS	CODE	
1	3.51 Le verbe avec 1ère radicale Yod ou Waw (= פ״י ou פ״ו)§1	3.51§1	
2	3.52 Le verbe avec 2ème radicale Yod ou Waw (= עי ou ע״ו)§1	3.52§1	
3	3.53 Le verbe avec 3ème radicale Yod ou Waw = ל״ה (quiescent) §1	3.53§1	

	Le verbe avec 1ère radicale Yod ou Waw (= פ״י ou פ״ו)	3.51	
N°	Documents	CODE	Remarques
1	►►Les divers types de verbes פ״י (tableau récapitulatif)§3	3.510§3	
2	Répertoire des verbes פ״י (noir et blanc)§4	3.510.Rb§4	Répertoire 12 p.§4
3	Répertoire des verbes פ״י (idem, couleur)§4	3.510.Rc§4	Répertoire 12 p.§4
4	►verbe פ״י [ancien פ״ו] Modèle יָשַׁב simplifié§2	3.511§2	
5	verbe פ״י [ancien פ״ו] Modèle יָשַׁב détaillé§4	3.511+§4	
6	verbe פ״י [ancien פ״ו] Modèle יָחַד simplifié (= avec ע״גּ׳ cf. verbes complexes)§4	3.512§4	cf. 3.75.10.a§4
7	►verbe פ״י [ancien פ״ו] Modèle יָדַע simplifié (= avec ע״גּ׳ cf. verbes complexes)§2	3.513§2	cf. 3.75.01.a et b§4
8	►verbe פ״י [ancien פ״ו] Modèles communs (יָסַד + יָבֵשׁ + יָקֹשׁ)§2	3.514.abc§2	
9	verbe פ״י [ancien פ״ו] Modèle distinct יָסַד (actif)§4	3.514.A§4	
10	verbe פ״י [ancien פ״ו] Modèle distinct יָבֵשׁ (qualificatif)§4	3.514.B§4	cf. 3.75.01.b§4
11	verbe פ״י [ancien פ״ו] Modèle distinct יָקֹשׁ (qualificatif)§4	3.514.C§4	
12	►verbe פ״י [étymologique] Modèle יָנֵק simplifié§2	3.515§2	
13	verbe פ״י [étymologique] Modèle יָנֵק détaillé§4	3.515+§4	
14	verbe פ״יצ Modèle יָצַק§4	3.516+§4	
15	Répertoire des formes des verbes פ״יצ (couleur)§4	3.516+Rc§4	Répertoire 4 p.§4

	Le verbe avec 2ème radicale Yod ou Waw (= ע״י ou ע״ו)	3.52	
N°	Documents	CODE	Remarques
1	►►Les divers types de verbes ע״י et ע״ו. Tableau récapitulatif§3	3.520.ab§3	
2	Répertoire des verbes ע״י et ע״ו (noir et blanc)§4	3.520.Rb§4	Répertoire 19 p.§4
3	Répertoire des verbes verbes ע״י et ע״ו (couleur)§4	3.520.Rc§4	Répertoire 19 p.§4
4	►►verbe ע״י et ע״ו. Grille simplifiée des 3 types : &#x05E7;&#xFB35;&#x05DD; ,&#xFB2B;&#x05B4;&#x05D9;&#x05DD; et בּוֹשׁ§3	3.521§3	
5	verbe ע״י et ע״ו. Grille détaillée Modèle קוּם§4	3.522+§4	
6	verbe ע״י et ע״ו. Grille détaillée Modèle שִׂים§4	3.523+§4	
7	verbe ע״י et ע״ו. Grille détaillée Modèle בּוֹשׁ§4	3.524+§4	
8	verbe ע״י et ע״ו. Grille détaillée des binyanîm kevédîm (III, IV, VII)§4	3.525+§4	
9	verbe ע״י et ע״ו. Grille détaillée des binyanîm goremîm (V, VI)§4	3.526+§4	

	Le verbe avec 3ème radicale Yod ou Waw = ל״ה (quiescent)	3.53	
N°	Documents	CODE	Remarques
1	►►verbe ל״ה Modèle גָּלָה grille simplifiée§3	3.530§3	
2	Répertoire des verbes ל״ה quiescent (ancien Yod ou Waw)§4	3.530.Rc§4	Répertoire 16 p.§4
3	verbe ל״ה Modèle גָּלָה. Grille détaillée des binyanîm qallîm (I, II)§4	3.531+§4	
4	verbe ל״ה Modèle גָּלָה. Grille détaillée des binyanîm kevédîm (III, IV, VII)§4	3.532+§4	
5	verbe ל״ה Modèle גָּלָה. Grille détaillée des binyanîm goremîm (V, VI)§4	3.533+§4	
6	verbe ל״ה Modèle גָּלָה avec Suffixes. Grille du binyan Pa'al§4	3.534.S§4	
7	verbe ל״ה Modèle גָּלָה avec Suffixes. Grille du binyan Pi'él§4	3.535.S§4	
8	verbe ל״ה Modèle גָּלָה avec Suffixes. Grille du binyan Hif'il§4	3.536.s§4	

	Le Verbe géminé = ע״ע (= avec 2ème consonne redoublée)	3.61	
N°	Documents	CODE	Remarques
1	►►verbe ע״ע. Les 5 (à 8) variantes du binyan Pa'al (I)§3	3.610.ab§3	
2	Répertoire détaillé des verbes ע״ע§4	3.610.R+§4	Répertoire 15 p.§4
3	verbe ע״ע. Modèles סָבַב (actif) et קָלַל (qualificatif). Grille simplifiée§4	3.611.ab§4	

	Les verbes complexes	3.7	
N°	DOSSIERS	CODE	Remarques
1	3.70 Les verbes avec 1ère radicale shalém§1	3.70§1	
2	3.71 Les verbes avec 1ère radicale Gutturale (פ״גּ׳)§1	3.71§1	
3	3.72 Les verbes avec 1ère radicale Resh (פ״ר)§1	3.72§1	
4	3.73 Les verbes avec 1ère radicale Alef (פ״א) quiescent (ou semi-quiescent)§1	3.73§1	
5	3.74 Les verbes avec 1ère radicale Nun (פ״ן)§1	3.74§1	
6	3.75 Les verbes avec 1ère radicale Yod (פ״י)§1	3.75§1	

	Les verbes avec 1ère radicale shalém	3.70	
N°	Documents	CODE	Remarques
1	verbe ע״גּ׳ et ל״א quiescent : le seul verbe מָחָא§4	3.70.13§4	
2	verbe ע״גּ׳ et ל״ה (avec 2ème Gutturale ע) Modèle תָּעָה§4	3.70.151§4	
3	verbe ע״גּ׳ et ל״ה (avec 2ème Gutturale א) Modèle לָאָה§4	3.70.152§4	
4	verbe ע״גּ׳ et ל״ה (avec 2ème Gutturale ה) Modèle כָּהָה§4	3.70.153§4	
5	verbe ע״גּ׳ et ל״ה (avec 2ème Gutturale ח) Modèle מָחָה§4	3.70.154§4	
6	►verbe ע״ר et ל״גּ׳ Modèle קָרַע§2	3.70.21§2	
7	►verbe ע״ר et ל״א (quiescent) Modèle קָרָא§2	3.70.23§2	
8	►verbe ע״ר et ל״ה (quiescent) Modèle קָרָה§2	3.70.25§2	
9	►verbes ע״ו ou &#x05E2;&#x05F4;&#x05D9; et ל״גּ׳ Modèles פּוּחַ et שִׂיחַ§2	3.70.51§2	
10	verbes ע״ו ou &#x05E2;&#x05F4;&#x05D9; et ל״א = les seuls verbes נוּא et קִיא§4	3.70.53§4	
11	verbes ע״ע (avec ע = גּ׳) Modèles לָעַע et שָׁחַח§4	3.70.61.ab§4	
12	verbes ע״ע (avec ע = ר) Modèles פָּרַר et צָרַר§4	3.70.62.ab§4	

	Les verbes avec 1ère radicale Gutturale (פ״גּ׳)	3.71	
N°	Documents	CODE	Remarques
1	verbe פ״גּ׳ et ל״גּ׳ Modèle אָנַח§4	3.71.01§4	
2	►verbe פ״גּ׳ et ל״א Modèles חָטָא et חָבָא§2	3.71.03§2	
3	►verbe פ״גּ׳ et ל״ה. Les 4 (ou 5) variantes du binyan Pa'al (I)§2	3.71.050§2	
4	►verbe פ״גּ׳ et ל״ה Modèle עָשָׂה simplifié§2	3.71.051§2	
5	verbe פ״גּ׳ et ל״ה Modèle עָשָׂה détaillé. (Binyanîm qallîm)§4	3.71.052+§4	
6	verbe פ״גּ׳ et ל״ה Modèle עָשָׂה détaillé. (Binyanîm kevédîm et goremîm)§4	3.71.053+§4	
7	verbes פ״גּ׳ et ל״ה (avec voyelle A) et shewa : les seuls verbes &#x05E2;&#x05B8;&#x05D8;&#x05B8;&#x05D4; ,&#x05E2;&#x05B8;&#x05D3;&#x05B8;&#x05D4; et חָתָה§4	3.71.054§4	
8	verbe פ״גּ׳ et ל״ה (avec voyelle È) et hataf Modèle הָמָה détaillé§4	3.71.055§4	
9	verbe פ״גּ׳ et ל״ה (avec voyelle È) et shewa Modèle הָגָה détaillé§4	3.71.056§4	
10	verbes פ״גּ׳ (avec &#x05D4; = &#x05D2;&#x05BC;&#x05F3; ou ע) et ע״ר et ל״ה = הָרָה et עָרָה§4	3.71.251§4	
11	verbes פ״גּ׳ (avec &#x05D0; = &#x05D2;&#x05BC;&#x05F3; ou ח) et ע״ר et ל״ה = אָרָה et חָרָה§4	3.71.255§4	
12	verbe פ״גּ׳ et ע״ו Modèle עוּד§4	3.71.50§4	
13	verbe פ״גּ׳ et ע״ע Modèle חָלַל§4	3.71.60§4	
14	verbes פ״גּ׳ et ע״ע (avec ע = ר) : les seuls verbes אָרַר ,חָרַר et עָרַר§4	3.71.62.ab§4	

	Les verbes avec 1ère radicale Resh (= פ״ר)	3.72	
N°	Documents	CODE	Remarques
1	verbe פ״ר et ל״גּ׳ Modèle רָצַח§4	3.72.01§4	
2	verbe פ״ר et ל״א : le seul verbe רָפָא§4	3.72.03§4	
3	verbe פ״ר et ל״ה Modèles : רָצָה et רָפֶה§4	3.72.05.ab§4	
4	verbe פ״ר et ע״גּ׳ Modèles רָחַץ et רָחֵק§4	3.72.10.ab§4	
5	►verbes פ״ר et ע״גּ׳ et ל״ה : les 2 verbes רָאָה et רָעָה simplifié (aux 7 binyanîm)§2	3.72.150§2	
6	verbes פ״ר et ע״גּ׳ et ל״ה : les 2 verbes רָאָה et רָעָה détaillé (binyanîm I et II)§4	3.72.151+§4	
7	verbes פ״ר et ע״גּ׳ et ל״ה : les 2 verbes רָאָה et רָעָה détaillé (binyanîm III à VII)§4	3.72.152+§4	
8	verbe פ״ר et ע״ו Modèles רוּם et רִיק§4	3.72.50§4	≈ 3.71.50§4
9	verbes פ״ר et ע״ו et ל״גּ׳ : les seuls verbes &#x05E8;&#xFB35;&#x05E2;&#x05B7;, &#x05E8;&#xFB35;&#x05D7;&#x05B7; et רִיחַ§4	3.72.51§4	
10	verbe פ״ר et ע״ע. Toutes les formes attestées (actifs et qualificatifs)§4	3.72.60.ab§4	cf. 3.611.ab§4
11	verbe פ״ר et ע״ע (avec ע = gutturale) : Le seul verbe רָעַַע§4	3.72.61§4	cf. 3.70.61.ab§4

	Les verbes avec 1ère radicale א quiescent (ou semi-quiescent)	3.73	
N°	Documents	CODE	Remarques
1	►verbe פ״א quiescent et ל״ה : les 2 verbes אָבָה et אָפָה (tableau complet)§2	3.73.05§2	
2	►verbe פ״א guttural ou quiescent et ע״גּ׳ : le seul verbe אָחַז§2	3.73.10.a§2	
3	►verbe פ״א guttural ou quiescent et ע״גּ׳ Modèle אָהֵב§2	3.73.10.b§2	

	Les verbes avec 1ère radicale Nun (= ן"פ)	3.74	
N°	Documents	CODE	Remarques
1	verbe פ״ן et ל״גּ׳ Modèle נָגַע§4	3.74.01§4	
2	verbe פ״ן et ל״ר Modèle נָדַר§4	3.74.02§4	
3	►verbe פ״ן et ל״א Modèle נָבָא§2	3.74.03§2	cf. 3.913 &#x05E0;&#xFB2B;&#x05D0;§4
4	►verbe פ״ן et ל״ה Modèle נָטָה§2	3.74.05§2	
5	►verbe פ״ן et ע״גּ׳ Modèle נָחַל§2	3.74.10§2	≈ 3.413§4
6	verbe פ״ן et ע״גּ׳ et ל״ר : les 4 seuls verbes &#x05E0;&#x05B8;&#x05E2;&#x05B7;&#x05E8;, &#x05E0;&#x05B8;&#x05D4;&#x05B7;&#x05E8;, &#x05E0;&#x05B8;&#x05D0;&#x05B7;&#x05E8; [et נָחַר ?]§4	3.74.12§4	
7	verbes פ״ן et ע״גּ׳ et ל״ה : les 3 seuls verbes &#x05E0;&#x05B8;&#x05D7;&#x05B8;&#x05D4;, &#x05E0;&#x05B8;&#x05D4;&#x05B8;&#x05D4; et נָאָה§4	3.74.15§4	≈ 3.70.153§4
8	verbes פ״ן et ע״ו et ל״גּ׳ : les 2 seuls verbes <span style="unicode-bidi: isolate-override;">&#x05B7;&#x05D7;&#xFB35;&#x05E0;</span> et <span style="unicode-bidi: isolate-override;">&#x05B7;&#x05E2;&#xFB35;&#x05E0;</span> [+ <span style="unicode-bidi: isolate-override;">&#x05D0;&#x05D9;&#x05E0;</span> ?]§4	3.74.51§4	cf. 3.70.51§4
9	verbe פ״ן et ע״ע : le verbe נָדַד et divers autres (tableau complet)§4	3.74.60§4	

	Les verbes avec 1ère radicale Yod	3.75	
N°	Documents	CODE	Remarques
1	►verbe פ״י et ל״גּ׳ actifs Modèle יָדַע détaillé§2	3.75.01.a§2	= 3.513§4
2	verbe פ״י et ל״גּ׳ qualificatifs Modèle יָגֵעַ§4	3.75.01.b§4	cf. 3.514.B§4
3	►verbe פ״י et ל״א simplifié : les 2 seuls verbes יָצָא et יָרַא§2	3.75.03.ab§2	cf 3.908 et 3.909§4
4	►verbe פ״י et ל״ה actifs et qualificatifs Mod&egrave;les <span style="unicode-bidi: isolate-override;">&#x05D4;&#x05B8;&#x05D3;&#x05B8;&#x05D9;</span> [+ <span style="unicode-bidi: isolate-override;">&#x05D4;&#x05B8;&#x05E8;&#x05B8;&#x05D9;</span>] et <span style="unicode-bidi: isolate-override;">&#x05D4;&#x05B6;&#x05E4;&#x05B8;&#x05D9;</span>§2	3.75.05.ab§2	cf. 3.910§4
5	verbe פ״י et ע״גּ׳ Modèle יָחַד détaillé§4	3.75.10.a§4	= 3.512§4
6	verbe פ״י et ע״גּ׳ Modèle יָעַץ§4	3.75.10.b§4	= 3.514.A et B§4
7	verbes פ״י et ע״ע : les 3 seuls verbes <span style="unicode-bidi: isolate-override;">&#x05D1;&#x05B7;&#x05D1;&#x05B8;&#x05D9;</span>,<span style="unicode-bidi: isolate-override;">&#x05DC;&#x05B7;&#x05DC;&#x05B8;&#x05D9;</span> [+ <span style="unicode-bidi: isolate-override;">&#x05D3;&#x05B7;&#x05D3;&#x05B8;&#x05D9;</span> ?]§4	3.75.60§4	cf. 3.515§4

	Les verbes "hybrides" (ou défectifs)	3.8	
N°	Documents	CODE	Remarques
1	►Les verbes הָלַךְ et יָלַךְ§2	3.801§2	cf. 3.211.a1 + 3.511§4
2	►Les verbes טוֹב et יטב§2	3.802§2	cf. 3.524 + 3.515§4
3	Les verbes יָגֹר et גּוּר§4	3.803§4	cf. 3.514.C + 3.522§4
4	Les verbes יָצַב et נָצַב§4	3.804§4	cf. 3.514.A + 3.412§4
5	Les verbes יָקֵץ et &#x05E7;&#xFB35;&#x05E5;§4	3.805§4	cf. 3.515 + 3.523§4
6	Les verbes יָקֹשׁ et &#x05E7;&#xFB35;&#xFB2A;§4	3.806§4	cf. 3.514.C + 3.412§4
7	Les verbes פּוּחַ et נָפַח§4	3.807§4	cf. 3.70.51 + 3.412§4
8	Les verbes פּוּץ et &#xFB44;&#x05B8;&#x05E6;&#x05B7;&#x05E5;§4	3.808§4	cf. 3.522 + 3.412§4

	Les verbes irréguliers ou "à problème"	3.9	
N°	Documents	CODE	Remarques
1	Le verbe irrégulier בּוֹא§4	3.901§4	cf. 3.521 et 3.331§4
2	Le verbe irrégulier בּוֹשׁ§4	3.902§4	cf. 3.521 et 3.524§4
3	Le verbe unique &#x05D4;&#x05B8;&#x05D9;&#x05B8;&#x05D4; et &#x05D4;&#x05B8;&#x05D5;&#x05B8;&#x05D4;§4	3.903§4	≈ 3.71.056§4
4	Le verbe unique חָיָה. Tableau détaillé§4	3.904§4	≈ 3.71.055§4
5	Le verbe irrégulier יָכֹל§4	3.905§4	cf. 3.514.a et c§4
6	Le verbe irrégulier יָסַף§4	3.906§4	cf. 3.511§4
7	Le verbe irrégulier יָצַק§4	3.907§4	cf. 3.516+§4
8	Le verbe unique יָצָא. Tableau détaillé§4	3.908§4	≈ 3.75.03.a§4
9	Le verbe unique יָרֵא. Tableau détaillé§4	3.909§4	≈ 3.75.03.b§4
10	Le verbe unique יָרָה. Tableau détaillé§4	3.910§4	≈ 3.75.05.ab§4
11	Le verbe irrégulier לָקַח§4	3.911§4	cf. 3.74.01§4
12	Le verbe irrégulier מוּת§4	3.912§4	cf. 3.520.ab§4
13	Le verbe irrégulier נָשָׂא§4	3.913§4	≈ 3.74.03§4
14	Le verbe irrégulier נָתַן§4	3.914§4	≈ 3.74.04§4

	Autres dossiers (de grammaire)		
N°	Documents	CODE	Remarques
1	►►L'article défini et sa vocalisation§4		
2	►►La flexion du nom avec les suffixes personnels§4		
3	Le pronom לָמָה et son accentuation§4		
4	Le pronom מַה, sa vocalisation et ses dérivés§4		
5	►Les pronoms personnels (les différents types)§4		

	Mémoire sur le "Waw conversif"		
N°	Documents	CODE	Remarques
1	Mémoire. Tome 1§4		188 pages§4
2	Mémoire. Tome 2§4		82 pages§4
